customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charge Group,TotalCharges,Churn_Numeric,Churn,SeniorCitizenText
1679-JRFBR,Female,0,Yes,Yes,70,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,High,7930.55,,No,No
9073-ZZIAY,Male,0,Yes,Yes,62,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,High,5215.25,,No,No
3077-RSNTJ,Female,0,Yes,Yes,6,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,Low,113.5,,No,No
6551-GNYDG,Female,0,Yes,Yes,14,Medium,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,High,1152.8,,No,No
9167-APMXZ,Female,0,No,No,22,Medium,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,High,1821.95,,No,No
2749-CTKAJ,Male,0,Yes,Yes,22,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,Low,419.9,,No,No
6371-NZYEG,Male,0,Yes,Yes,16,Medium,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,Medium,1024,,No,No
7554-NEWDD,Male,0,No,No,10,New,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,Low,251.6,,No,No
8992-VONJD,Female,0,No,Yes,13,Medium,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56,Medium,764.55,,No,No
0867-MKZVY,Female,0,Yes,No,20,Medium,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,High,1592.35,,Yes,No
4482-EWFMI,Female,0,No,No,2,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,Medium,135.2,,No,No
4648-YPBTM,Male,0,No,No,53,Long,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,High,3958.25,,No,No
2907-ILJBN,Female,0,Yes,Yes,11,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,Low,233.9,,No,No
6345-FZOQH,Male,0,Yes,No,69,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,Low,1363.45,,No,No
3376-BMGFE,Female,0,No,No,4,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,High,273,,Yes,No
5997-OPVFA,Male,0,Yes,No,72,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,High,6254.45,,No,No
3445-HXXGF,Male,1,Yes,No,58,Long,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,Medium,2651.2,,Yes,Yes
1159-WFSGR,Female,0,Yes,Yes,16,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,Low,321.4,,No,No
7654-YWJUF,Male,0,Yes,No,43,Long,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,High,3539.25,,No,No
1875-QIVME,Female,0,Yes,No,2,New,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,High,242.8,,Yes,No
6727-IOTLZ,Male,0,Yes,No,14,Medium,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,High,1181.75,,No,No
0691-JVSYA,Female,0,Yes,No,53,Long,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,High,5000.2,,Yes,No
5918-VUKWP,Female,0,No,No,32,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,Low,654.55,,No,No
1744-JHKYS,Female,0,Yes,No,34,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,Low,780.2,,No,No
2656-FMOKZ,Female,1,No,No,15,Medium,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,High,1145.7,,Yes,Yes
2070-FNEXE,Female,1,No,No,7,New,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,High,503.6,,Yes,Yes
5947-SGKCL,Female,0,Yes,Yes,15,Medium,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,High,1559.25,,No,No
3712-PKXZA,Male,0,Yes,No,61,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,Low,1252,,No,No
6317-YPKDH,Female,0,No,No,1,New,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,Low,29.95,,Yes,No
6582-OIVSP,Female,0,No,No,1,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,Medium,45.3,,No,No
9367-WXLCH,Male,0,No,No,8,New,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,High,662.65,,Yes,No
5524-KHNJP,Male,0,Yes,Yes,33,Medium,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,High,2453.3,,No,No
1918-ZBFQJ,Female,0,No,No,13,Medium,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,High,1111.65,,Yes,No
1024-GUALD,Female,0,Yes,No,1,New,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,Low,24.8,,Yes,No
4827-USJHP,Male,0,No,No,20,Medium,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,Medium,1023.85,,No,No
8167-GJLRN,Male,0,No,No,3,New,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,Low,82.15,,No,No
0956-SYCWG,Female,0,No,No,13,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,Low,244.8,,No,No
8017-UVSZU,Female,0,Yes,No,40,Long,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,Medium,2379.1,,No,No
7100-FQPRV,Male,0,Yes,Yes,43,Long,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,High,3173.35,,No,No
2472-OVKUP,Male,0,Yes,No,6,New,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91,High,531,,Yes,No
2984-RGEYA,Female,0,Yes,Yes,69,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,Low,1375.4,,No,No
9680-NIAUV,Female,0,Yes,Yes,72,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,High,8129.3,,No,No
2146-EGVDT,Male,0,Yes,Yes,59,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,Low,1192.7,,No,No
2604-IJPDU,Female,0,Yes,No,20,Medium,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,High,1901.65,,No,No
9178-JHUVJ,Male,0,Yes,Yes,24,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,Low,587.4,,No,No
6168-YBYNP,Male,0,No,No,59,Long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,High,6519.75,,No,No
7255-SSFBC,Male,0,Yes,Yes,72,Long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,High,8041.65,,No,No
3645-DEYGF,Male,0,No,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,Low,20.75,,No,No
9323-HGFWY,Female,0,Yes,No,27,Medium,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,High,2681.15,,No,No
8544-GOQSH,Female,0,No,No,14,Medium,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,High,1112.3,,No,No
3363-DTIVD,Male,0,Yes,Yes,71,Long,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,High,7405.5,,No,No
7018-WBJNK,Male,0,No,Yes,13,Medium,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,High,1033.95,,No,No
9142-KZXOP,Male,0,No,No,44,Long,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,Medium,2958.95,,No,No
7674-YTAFD,Female,0,No,No,33,Medium,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,High,2684.85,,No,No
6348-SNFUS,Male,0,Yes,Yes,72,Long,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,Medium,4179.2,,No,No
1285-OKIPP,Male,0,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,High,79.9,,Yes,No
7825-ECJRF,Female,0,No,No,19,Medium,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,High,1934.45,,Yes,No
1347-KTTTA,Male,0,Yes,No,64,Long,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,High,6654.1,,No,No
7841-TZDMQ,Male,0,No,No,2,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46,Medium,84.5,,Yes,No
4195-NZGTA,Female,0,No,No,1,New,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,Low,25.25,,No,No
7157-SMCFK,Male,0,No,Yes,61,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,Low,1124.2,,No,No
4709-LKHYG,Female,0,Yes,Yes,29,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20,Low,540.05,,No,No
2504-DSHIH,Male,1,Yes,No,23,Medium,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,High,1975.85,,No,Yes
0699-NDKJM,Female,0,Yes,No,57,Long,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,Medium,3437.45,,No,No
9286-BHDQG,Male,0,Yes,Yes,72,Long,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,Medium,3139.8,,No,No
0230-WEQUW,Male,0,Yes,No,66,Long,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,Medium,3789.2,,No,No
2040-LDIWQ,Male,0,Yes,Yes,65,Long,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,High,5324.5,,No,No
6496-JDSSB,Female,0,No,No,8,New,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80,High,624.6,,No,No
9408-SSNVZ,Female,0,No,No,4,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,High,268.35,,Yes,No
4443-EMBNA,Female,0,Yes,No,71,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,Low,1836.9,,No,No
6469-MRVET,Male,0,Yes,Yes,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,Low,20.2,,No,No
0742-MOABM,Male,0,Yes,No,4,New,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,Medium,179.35,,Yes,No
5961-VUSRV,Female,0,No,No,12,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,Low,219.35,,No,No
6778-JFCMK,Male,0,No,No,24,Medium,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,Medium,1288.75,,No,No
6341-JVQGF,Female,0,Yes,Yes,31,Medium,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,High,2545.75,,No,No
2232-DMLXU,Female,0,Yes,No,1,New,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,Medium,55.2,,Yes,No
4811-JBUVU,Male,0,No,No,30,Medium,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,High,2723.15,,No,No
0945-TSONX,Female,0,Yes,Yes,47,Long,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,High,4107.25,,No,No
2651-ZCBXV,Male,0,No,No,54,Long,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108,High,5760.65,,No,No
3316-UWXUY,Male,0,No,No,50,Long,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,High,4747.5,,No,No
8937-RDTHP,Male,0,No,No,1,New,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,High,84.6,,Yes,No
7083-MIOPC,Female,0,No,No,72,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,Low,1566.9,,No,No
1984-GPTEH,Female,0,No,No,29,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,Low,702,,No,No
1251-KRREG,Male,0,No,No,2,New,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,Medium,114.1,,Yes,No
0621-JFHOL,Female,0,No,No,10,New,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,Low,299.05,,No,No
9903-LYSAB,Male,0,Yes,No,18,Medium,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,High,1305.95,,No,No
0094-OIFMO,Female,1,No,No,11,New,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95,High,1120.3,,Yes,Yes
9227-UAQFT,Male,0,No,No,16,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,Low,284.35,,No,No
7301-ABVAD,Female,0,No,No,72,Long,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,High,6350.5,,No,No
6614-FHDBO,Male,0,No,No,72,Long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,High,7878.3,,No,No
7576-ASEJU,Female,0,Yes,Yes,41,Long,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,High,3187.65,,No,No
9058-HRZSV,Female,1,Yes,No,65,Long,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,High,6126.15,,No,Yes
4522-AKYLR,Female,1,No,No,13,Medium,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,Medium,731.3,,No,Yes
0221-WMXNQ,Male,1,No,No,4,New,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,High,273.4,,No,Yes
0303-UNCIP,Male,0,No,No,41,Long,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65,Medium,2531.8,,No,No
9947-OTFQU,Male,1,No,No,15,Medium,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,High,1074.3,,Yes,Yes
0322-YINQP,Male,0,No,No,1,New,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,Medium,48.55,,Yes,No
0959-WHOKV,Male,0,No,No,42,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99,High,4298.45,,No,No
4075-JFPGR,Female,0,Yes,No,51,Long,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,High,4619.55,,No,No
4629-NRXKX,Female,0,Yes,Yes,2,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,High,147.15,,Yes,No
9514-JDSKI,Male,1,Yes,No,1,New,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,Medium,40.2,,Yes,Yes
3282-ZISZV,Male,0,No,Yes,32,Medium,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,High,2633.3,,No,No
3675-YDUPJ,Male,0,No,No,10,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,Low,193.05,,No,No
4111-BNXIF,Female,0,Yes,Yes,67,Long,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,Medium,4103.9,,No,No
7017-VFHAY,Female,0,Yes,Yes,61,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,High,7008.15,,No,No
6655-LHBYW,Male,0,No,No,50,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,High,5791.1,,No,No
4959-JOSRX,Female,0,Yes,No,2,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,Medium,80.55,,Yes,No
5046-NUHWD,Female,1,Yes,No,29,Medium,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45,Medium,1228.65,,No,Yes
7273-TEFQD,Male,1,No,No,3,New,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,Medium,132.2,,Yes,Yes
3606-TWKGI,Male,1,No,No,13,Medium,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,High,1364.3,,Yes,Yes
7529-ZDFXI,Male,1,Yes,No,57,Long,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,High,4925.35,,No,Yes
7605-BDWDC,Female,0,No,No,31,Medium,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,Medium,1520.1,,No,No
1950-KSVVJ,Female,0,Yes,No,45,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,High,5032.25,,No,No
0123-CRBRT,Female,0,Yes,Yes,61,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,High,5526.75,,No,No
6292-TOSSS,Male,0,No,No,50,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,Low,1195.25,,No,No
3197-ARFOY,Female,1,No,No,19,Medium,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105,High,2007.25,,No,Yes
6323-AYBRX,Male,0,No,No,59,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,Low,1099.6,,Yes,No
7014-ZZXAW,Female,0,Yes,No,71,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,Low,1732.95,,No,No
4385-GZQXV,Female,1,No,No,16,Medium,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,High,1511.2,,Yes,Yes
7633-MVPUY,Male,0,Yes,No,57,Long,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,Medium,3450.15,,No,No
6366-ZGQGL,Male,0,No,No,1,New,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,Low,24.8,,Yes,No
4716-HHKQH,Male,1,Yes,No,20,Medium,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,High,2172.05,,No,Yes
5940-AHUHD,Male,0,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,High,70.6,,Yes,No
6432-TWQLB,Male,0,Yes,No,5,New,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,High,401.1,,Yes,No
4484-GLZOU,Female,0,Yes,No,52,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,High,5624.85,,Yes,No
3179-GBRWV,Male,1,Yes,No,21,Medium,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,Medium,1339.8,,No,Yes
8645-KWHJO,Male,0,No,No,14,Medium,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55,Medium,771.95,,No,No
4130-MZLCC,Female,0,No,No,5,New,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,Medium,244.75,,No,No
0314-TKOSI,Female,0,No,No,6,New,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,Medium,322.9,,No,No
8229-MYEJZ,Female,0,No,No,10,New,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,Medium,498.25,,No,No
2080-SRCDE,Female,0,No,Yes,1,New,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,Low,25.4,,No,No
9577-WJVCQ,Female,0,No,No,68,Long,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,Medium,3687.75,,No,No
9512-UIBFX,Male,0,Yes,Yes,18,Medium,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,High,1779.95,,Yes,No
6202-DYYFX,Female,0,No,No,22,Medium,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76,High,1783.6,,No,No
3808-HFKDE,Female,0,No,No,20,Medium,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,Medium,927.15,,No,No
5583-SXDAG,Male,0,Yes,No,1,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70,High,70,,Yes,No
3488-PGMQJ,Male,1,No,No,8,New,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,High,606.55,,Yes,Yes
3580-REOAC,Male,0,No,No,10,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,Medium,435.4,,Yes,No
7534-BFESC,Male,1,No,No,24,Medium,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,High,1712.7,,Yes,Yes
3727-OWVYD,Male,0,No,No,35,Medium,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,Medium,2021.2,,No,No
2294-SALNE,Male,0,Yes,Yes,23,Medium,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,High,1940.8,,No,No
4847-TAJYI,Female,1,No,No,6,New,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,High,567.8,,No,Yes
1563-IWQEX,Female,0,No,No,12,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,Low,220.35,,No,No
8203-XJZRC,Male,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,Low,20.25,,No,No
